Id,Label,class,methods,constructors,public methods,private methods,static methods,abstract methods,native methods,synchronized methods,final methods,members,public members,private members,protected members,synchronized members,final members,interface classes,abstract classes,directly associated classes,indirectly associated classes,class size,connections
java.text.NumberFormat$Field,Field,java.text.NumberFormat$Field,1,1,0,0,0,0,0,0,13,13,11,2,0,0,13,1,2,6,628,14,11
sun.java2d.loops.MaskBlit$TraceMaskBlit,TraceMaskBlit,sun.java2d.loops.MaskBlit$TraceMaskBlit,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,3,6,1177,3,603
sun.rmi.server.Dispatcher,Dispatcher,sun.rmi.server.Dispatcher,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,3,622,1,14
sun.awt.image.SunWritableRaster,SunWritableRaster,sun.awt.image.SunWritableRaster,11,3,11,0,10,0,0,0,0,2,0,2,0,0,0,1,3,8,1182,13,11
java.security.cert.CertPathBuilder,CertPathBuilder,java.security.cert.CertPathBuilder,7,1,7,0,4,0,0,0,2,5,0,5,0,0,2,2,4,12,626,12,2
java.util.Observer,Observer,java.util.Observer,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,622,1,2
java.util.Locale$LocaleNameGetter,LocaleNameGetter,java.util.Locale$LocaleNameGetter,3,1,2,0,1,0,0,0,2,2,0,1,0,0,2,1,2,6,620,6,2849
javax.accessibility.AccessibleRelationSet,AccessibleRelationSet,javax.accessibility.AccessibleRelationSet,9,2,9,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,622,10,606
javax.print.Doc,Doc,javax.print.Doc,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,1,3,6,638,5,10
sun.misc.URLClassPath,URLClassPath,sun.misc.URLClassPath,18,2,11,3,5,0,0,0,3,9,0,4,0,0,3,2,4,15,620,27,2854
java.security.MessageDigest$Delegate,Delegate,java.security.MessageDigest$Delegate,8,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,3,6,620,9,2854
java.awt.dnd.DropTargetListener,DropTargetListener,java.awt.dnd.DropTargetListener,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,1,1,4,1177,6,605
java.security.Identity,Identity,java.security.Identity,19,3,13,2,1,0,0,0,1,6,0,3,0,0,1,5,7,11,624,27,5
java.lang.Character$CharacterCache,CharacterCache,java.lang.Character$CharacterCache,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,620,1,2854
sun.font.FontAccess,FontAccess,sun.font.FontAccess,6,1,6,0,2,4,0,0,0,1,0,1,0,0,0,0,2,5,1177,7,601
javax.swing.plaf.ComponentUI,ComponentUI,javax.swing.plaf.ComponentUI,13,1,13,0,1,0,0,0,0,0,0,0,0,0,0,1,4,7,1293,13,55
java.math.SignedMutableBigInteger,SignedMutableBigInteger,java.math.SignedMutableBigInteger,5,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,622,6,1
sun.text.bidi.BidiBase$TextAttributeConstants,TextAttributeConstants,sun.text.bidi.BidiBase$TextAttributeConstants,3,1,0,3,3,0,0,0,5,5,0,1,0,0,5,0,0,6,652,8,17
java.lang.Thread$State,State,java.lang.Thread$State,2,1,2,0,2,0,0,0,7,7,6,1,0,0,7,0,1,4,620,9,2871
java.sql.Connection,Connection,java.sql.Connection,52,0,52,0,0,52,0,0,5,5,5,0,0,0,5,15,15,20,649,59,13
java.util.IdentityHashMap$KeyIterator,KeyIterator,java.util.IdentityHashMap$KeyIterator,1,2,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,3,630,2,12
java.awt.dnd.DragSourceEvent,DragSourceEvent,java.awt.dnd.DragSourceEvent,4,2,4,0,0,0,0,0,4,4,0,4,0,0,4,0,0,3,1177,8,605
java.awt.event.WindowStateListener,WindowStateListener,java.awt.event.WindowStateListener,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1177,2,606
java.util.logging.Formatter,Formatter,java.util.logging.Formatter,4,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,646,4,49
java.lang.reflect.Constructor,Constructor,java.lang.reflect.Constructor,29,1,18,4,0,0,0,0,0,12,0,12,0,0,0,6,6,16,620,43,2866
java.util.ArrayList,ArrayList,java.util.ArrayList,40,3,25,10,4,0,0,0,2,4,0,4,0,0,2,7,8,19,620,48,2870
java.util.concurrent.ConcurrentHashMap$Values,Values,java.util.concurrent.ConcurrentHashMap$Values,5,1,5,0,0,0,0,0,1,1,0,0,0,0,1,1,2,4,620,6,2855
sun.awt.AppContext$CreateThreadAction,CreateThreadAction,sun.awt.AppContext$CreateThreadAction,1,1,1,0,0,0,0,0,2,2,0,2,0,0,2,2,2,4,636,4,602
java.util.concurrent.BlockingDeque,BlockingDeque,java.util.concurrent.BlockingDeque,29,0,29,0,0,29,0,0,0,0,0,0,0,0,0,3,4,6,621,31,6
sun.java2d.pipe.PixelFillPipe,PixelFillPipe,sun.java2d.pipe.PixelFillPipe,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1177,5,603
javax.management.NotificationListener,NotificationListener,javax.management.NotificationListener,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,623,2,21
sun.java2d.loops.FillRect$General,General,sun.java2d.loops.FillRect$General,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,6,1177,2,605
java.beans.Transient,Transient,java.beans.Transient,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,620,2,87
java.util.zip.ZipConstants,ZipConstants,java.util.zip.ZipConstants,0,0,0,0,0,0,0,0,40,40,40,0,0,0,40,0,0,0,0,40,2860
java.beans.java_util_Collections,java_util_Collections,java.beans.java_util_Collections,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,655,1,28
java.net.ServerSocket,ServerSocket,java.net.ServerSocket,27,5,19,2,2,0,0,0,0,7,0,7,0,0,0,2,5,12,650,35,51
org.w3c.dom.CharacterData,CharacterData,org.w3c.dom.CharacterData,8,0,8,0,0,8,0,0,0,0,0,0,0,0,0,1,1,3,640,9,19
sun.java2d.loops.DrawGlyphListLCD$TraceDrawGlyphListLCD,TraceDrawGlyphListLCD,sun.java2d.loops.DrawGlyphListLCD$TraceDrawGlyphListLCD,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,6,1177,3,603
java.security.interfaces.DSAParams,DSAParams,java.security.interfaces.DSAParams,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,620,3,5
java.lang.StringCoding$StringDecoder,StringDecoder,java.lang.StringCoding$StringDecoder,3,2,0,0,0,0,0,0,4,4,0,4,0,0,4,0,2,5,624,7,4
java.nio.DirectShortBufferU,DirectShortBufferU,java.nio.DirectShortBufferU,18,1,17,1,0,0,0,0,4,5,0,1,3,0,4,1,2,6,623,24,1
java.nio.file.PathMatcher,PathMatcher,java.nio.file.PathMatcher,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,620,1,2862
java.awt.peer.ScrollbarPeer,ScrollbarPeer,java.awt.peer.ScrollbarPeer,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,1,1,1,1177,4,604
javax.management.ListenerNotFoundException,ListenerNotFoundException,javax.management.ListenerNotFoundException,0,2,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,622,1,21
java.net.InetAddressImpl,InetAddressImpl,java.net.InetAddressImpl,6,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,620,6,2864
java.io.ObjectOutputStream$ReplaceTable,ReplaceTable,java.io.ObjectOutputStream$ReplaceTable,5,1,0,1,0,0,0,0,1,2,0,2,0,0,1,0,0,3,620,7,2861
java.util.jar.JarFile$JarFileEntry,JarFileEntry,java.util.jar.JarFile$JarFileEntry,3,1,3,0,0,0,0,0,1,1,0,0,0,0,1,0,0,4,620,4,2863
java.util.Date,Date,java.util.Date,40,6,28,11,8,0,0,0,4,8,0,8,0,0,4,3,5,13,620,51,2879
java.rmi.server.RemoteServer,RemoteServer,java.rmi.server.RemoteServer,3,2,3,0,3,0,0,0,1,2,0,2,0,0,1,0,2,5,627,5,3
java.lang.Throwable$WrappedPrintStream,WrappedPrintStream,java.lang.Throwable$WrappedPrintStream,2,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,4,620,3,2860
java.util.ArrayDeque$DeqIterator,DeqIterator,java.util.ArrayDeque$DeqIterator,3,2,3,0,0,0,0,0,1,4,0,3,0,0,1,1,1,3,624,8,616
java.net.Authenticator$RequestorType,RequestorType,java.net.Authenticator$RequestorType,2,1,2,0,2,0,0,0,3,3,2,1,0,0,3,0,2,4,623,5,2
sun.util.calendar.CalendarDate,CalendarDate,sun.util.calendar.CalendarDate,50,2,43,0,0,0,0,0,2,19,2,17,0,0,2,1,3,7,620,70,2866
java.nio.file.Watchable,Watchable,java.nio.file.Watchable,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,2,3,620,2,2863
java.awt.AWTKeyStroke,AWTKeyStroke,java.awt.AWTKeyStroke,25,2,14,7,16,0,0,0,2,10,0,8,0,0,2,2,3,11,1179,36,50
org.w3c.dom.Node,Node,org.w3c.dom.Node,37,0,37,0,0,37,0,0,18,18,18,0,0,0,18,5,5,8,640,55,22
sun.net.idn.StringPrep$StringPrepTrieImpl,StringPrepTrieImpl,sun.net.idn.StringPrep$StringPrepTrieImpl,3,2,1,0,2,0,0,0,0,1,0,1,0,0,0,1,1,5,643,5,5
java.util.regex.Pattern$BmpCharProperty,BmpCharProperty,java.util.regex.Pattern$BmpCharProperty,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,620,1,2860
java.security.cert.CertificateExpiredException,CertificateExpiredException,java.security.cert.CertificateExpiredException,0,2,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,620,1,9
java.beans.java_util_Collections$SynchronizedRandomAccessList_PersistenceDelegate,SynchronizedRandomAccessList_PersistenceDelegate,java.beans.java_util_Collections$SynchronizedRandomAccessList_PersistenceDelegate,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,655,1,28
java.rmi.activation.ActivationMonitor,ActivationMonitor,java.rmi.activation.ActivationMonitor,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,1,1,7,640,4,8
java.awt.im.spi.InputMethod,InputMethod,java.awt.im.spi.InputMethod,16,0,16,0,0,16,0,0,0,0,0,0,0,0,0,1,2,5,1298,16,3
java.security.GeneralSecurityException,GeneralSecurityException,java.security.GeneralSecurityException,0,4,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,620,1,2869
java.nio.channels.NetworkChannel,NetworkChannel,java.nio.channels.NetworkChannel,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,4,5,7,622,6,54
sun.awt.util.IdentityArrayList,IdentityArrayList,sun.awt.util.IdentityArrayList,23,3,18,4,0,0,0,0,0,2,0,2,0,0,0,3,4,6,620,27,604
javax.accessibility.AccessibleComponent,AccessibleComponent,javax.accessibility.AccessibleComponent,27,0,27,0,0,27,0,0,0,0,0,0,0,0,0,2,3,9,1177,27,612
java.lang.Character$UnicodeScript,UnicodeScript,java.lang.Character$UnicodeScript,4,1,4,0,4,0,0,0,99,100,96,4,0,0,99,0,1,5,620,104,2867
java.awt.event.TextEvent,TextEvent,java.awt.event.TextEvent,1,1,1,0,0,0,0,0,4,4,3,1,0,0,4,0,1,2,1177,5,604
java.beans.java_util_Collections$EmptyMap_PersistenceDelegate,EmptyMap_PersistenceDelegate,java.beans.java_util_Collections$EmptyMap_PersistenceDelegate,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,655,1,28
sun.reflect.generics.repository.AbstractRepository,AbstractRepository,sun.reflect.generics.repository.AbstractRepository,4,1,0,1,0,1,0,0,0,2,0,2,0,0,0,2,2,5,620,6,2868
java.util.WeakHashMap$KeySet,KeySet,java.util.WeakHashMap$KeySet,5,2,5,0,0,0,0,0,1,1,0,0,0,0,1,1,2,4,630,6,634
java.nio.channels.Pipe,Pipe,java.nio.channels.Pipe,3,1,3,0,1,2,0,0,0,0,0,0,0,0,0,0,3,5,650,3,51
java.awt.image.SampleModel,SampleModel,java.awt.image.SampleModel,40,1,39,1,1,10,1,0,0,4,0,0,4,0,0,0,2,3,627,44,615
java.util.concurrent.Future,Future,java.util.concurrent.Future,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,1,5,620,5,2869
java.util.concurrent.atomic.AtomicStampedReference$Pair,Pair,java.util.concurrent.atomic.AtomicStampedReference$Pair,1,1,0,0,1,0,0,0,2,2,0,0,0,0,2,0,0,3,622,3,2
java.util.Hashtable$Entry,Entry,java.util.Hashtable$Entry,7,1,6,0,0,0,0,0,0,4,0,0,0,0,0,1,1,5,620,12,2869
java.net.Inet4Address,Inet4Address,java.net.Inet4Address,17,3,14,2,2,0,1,0,3,3,0,2,0,0,3,0,1,4,620,20,1
java.util.regex.Pattern$UnixCaret,UnixCaret,java.util.regex.Pattern$UnixCaret,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,620,1,2865
javax.management.RuntimeOperationsException,RuntimeOperationsException,javax.management.RuntimeOperationsException,2,2,2,0,0,0,0,0,1,2,0,2,0,0,1,0,0,3,621,4,32
java.util.Collections$EmptySet,EmptySet,java.util.Collections$EmptySet,8,2,7,1,0,0,0,0,1,1,0,1,0,0,1,3,4,6,663,10,47
sun.java2d.loops.FillSpans,FillSpans,sun.java2d.loops.FillSpans,5,2,4,1,1,0,1,0,2,2,2,0,0,0,2,1,3,10,1177,7,605
java.lang.Long$LongCache,LongCache,java.lang.Long$LongCache,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,620,1,2868
javax.swing.TransferHandler$1,,javax.swing.TransferHandler$1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1293,0,48
java.security.cert.CRLSelector,CRLSelector,java.security.cert.CRLSelector,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,2,3,620,3,7
java.lang.reflect.AccessibleObject,AccessibleObject,java.lang.reflect.AccessibleObject,10,1,7,1,2,0,0,0,2,4,0,1,0,0,2,2,3,9,620,15,2871
javax.accessibility.AccessibleContext,AccessibleContext,javax.accessibility.AccessibleContext,24,1,24,0,0,6,0,0,22,27,22,2,3,0,22,9,9,17,1177,51,614
java.security.Provider$EngineDescription,EngineDescription,java.security.Provider$EngineDescription,1,1,0,0,0,0,0,0,3,4,0,1,0,0,3,0,1,5,620,5,2872
java.util.SortedMap,SortedMap,java.util.SortedMap,9,0,9,0,0,9,0,0,0,0,0,0,0,0,0,5,5,6,620,10,2884
java.awt.Component$SingleBufferStrategy,SingleBufferStrategy,java.awt.Component$SingleBufferStrategy,5,1,5,0,0,0,0,0,1,2,0,1,0,0,1,0,3,4,1177,7,606
java.security.spec.EncodedKeySpec,EncodedKeySpec,java.security.spec.EncodedKeySpec,2,1,2,0,0,1,0,0,0,1,0,1,0,0,0,1,1,3,621,4,2
java.util.concurrent.Executors$DefaultThreadFactory,DefaultThreadFactory,java.util.concurrent.Executors$DefaultThreadFactory,1,1,1,0,0,0,0,0,4,4,0,4,0,0,4,2,2,8,636,6,15
java.security.PrivilegedActionException,PrivilegedActionException,java.security.PrivilegedActionException,3,1,3,0,0,0,0,0,1,2,0,2,0,0,1,0,0,3,620,5,7
java.awt.Desktop,Desktop,java.awt.Desktop,13,1,9,4,3,0,0,0,0,1,0,1,0,0,0,1,1,8,623,14,609
sun.util.locale.Extension,Extension,sun.util.locale.Extension,5,2,4,0,0,0,0,0,1,3,0,3,0,0,1,0,0,2,620,8,2871
java.security.ProtectionDomain,ProtectionDomain,java.security.ProtectionDomain,8,2,6,2,1,0,0,0,2,8,0,7,0,0,2,0,3,8,620,16,2878
java.util.Vector$Itr,Itr,java.util.Vector$Itr,4,2,3,0,0,0,0,0,1,4,0,0,0,0,1,1,1,3,620,9,2873
java.sql.SQLTransientException,SQLTransientException,java.sql.SQLTransientException,0,8,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,623,1,3
java.util.concurrent.SynchronousQueue$Transferer,Transferer,java.util.concurrent.SynchronousQueue$Transferer,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,631,1,9
java.awt.im.InputMethodHighlight,InputMethodHighlight,java.awt.im.InputMethodHighlight,4,3,4,0,0,0,0,0,6,10,6,4,0,0,6,1,1,3,621,14,607
javax.swing.AbstractButton$Handler,Handler,javax.swing.AbstractButton$Handler,3,1,3,0,0,0,0,0,1,1,0,0,0,0,1,4,5,9,1293,8,52
javax.swing.RootPaneContainer,RootPaneContainer,javax.swing.RootPaneContainer,7,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,1,4,1293,7,50
java.text.Format$Field,Field,java.text.Format$Field,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,2,620,1,2874
java.lang.ReflectiveOperationException,ReflectiveOperationException,java.lang.ReflectiveOperationException,0,4,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,620,1,2875
sun.java2d.pipe.RegionIterator,RegionIterator,sun.java2d.pipe.RegionIterator,4,1,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,642,7,611
java.nio.channels.ClosedChannelException,ClosedChannelException,java.nio.channels.ClosedChannelException,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,620,1,2878
java.beans.java_util_List_PersistenceDelegate,java_util_List_PersistenceDelegate,java.beans.java_util_List_PersistenceDelegate,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1190,1,1
java.nio.file.attribute.FileTime$DaysAndNanos,DaysAndNanos,java.nio.file.attribute.FileTime$DaysAndNanos,5,1,4,0,0,0,0,0,9,9,0,9,0,0,9,1,1,4,620,15,2879
java.lang.Throwable$SentinelHolder,SentinelHolder,java.lang.Throwable$SentinelHolder,0,1,0,0,0,0,0,0,2,2,2,0,0,0,2,0,0,3,620,2,2874
sun.rmi.transport.ObjectEndpoint,ObjectEndpoint,sun.rmi.transport.ObjectEndpoint,3,1,3,0,0,0,0,0,3,3,0,2,0,0,3,0,1,4,672,6,13
java.util.regex.Pattern$Dot,Dot,java.util.regex.Pattern$Dot,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,620,1,2876
java.lang.Long,Long,java.lang.Long,39,2,36,1,28,0,0,0,6,6,4,2,0,0,6,1,2,8,620,46,2883
sun.util.locale.StringTokenIterator,StringTokenIterator,sun.util.locale.StringTokenIterator,10,1,9,1,0,0,0,0,0,7,0,7,0,0,0,0,0,3,620,17,2879
java.util.ArrayList$Itr,Itr,java.util.ArrayList$Itr,4,2,3,0,0,0,0,0,1,4,0,0,0,0,1,1,1,3,620,9,2880
sun.text.bidi.BidiBase$LevState,LevState,sun.text.bidi.BidiBase$LevState,0,2,0,0,0,0,0,0,1,8,0,0,0,0,1,0,0,2,652,8,18
sun.awt.geom.Curve,Curve,sun.awt.geom.Curve,51,1,51,0,18,22,0,0,4,5,4,0,1,0,4,1,4,7,642,56,2
java.io.ObjectOutputStream$PutField,PutField,java.io.ObjectOutputStream$PutField,10,1,10,0,0,10,0,0,0,0,0,0,0,0,0,1,1,5,620,10,2880
java.awt.peer.ListPeer,ListPeer,java.awt.peer.ListPeer,10,0,10,0,0,10,0,0,0,0,0,0,0,0,0,1,1,3,1177,11,608
sun.reflect.generics.factory.GenericsFactory,GenericsFactory,sun.reflect.generics.factory.GenericsFactory,15,0,15,0,0,15,0,0,0,0,0,0,0,0,0,4,4,5,620,15,2883
java.util.concurrent.LinkedBlockingDeque,LinkedBlockingDeque,java.util.concurrent.LinkedBlockingDeque,53,3,46,6,0,0,0,0,5,8,0,5,0,0,5,5,8,20,629,63,6
javax.swing.event.AncestorListener,AncestorListener,javax.swing.event.AncestorListener,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,1,1,2,1293,4,51
sun.reflect.generics.tree.BottomSignature,BottomSignature,sun.reflect.generics.tree.BottomSignature,2,1,2,0,1,0,0,0,0,1,0,1,0,0,0,2,2,4,620,4,2885
sun.reflect.generics.tree.FloatSignature,FloatSignature,sun.reflect.generics.tree.FloatSignature,2,1,2,0,1,0,0,0,0,1,0,1,0,0,0,2,2,4,620,4,2886
java.awt.TextField,TextField,java.awt.TextField,29,4,21,3,1,0,1,0,2,7,0,4,0,0,2,1,3,15,1177,36,610
java.util.WeakHashMap$ValueIterator,ValueIterator,java.util.WeakHashMap$ValueIterator,1,2,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,3,630,2,640
java.nio.DirectCharBufferS,DirectCharBufferS,java.nio.DirectCharBufferS,21,1,20,1,0,0,0,0,4,5,0,1,3,0,4,2,3,8,623,27,1
java.awt.geom.RoundRectangle2D$Float,Float,java.awt.geom.RoundRectangle2D$Float,11,2,11,0,0,0,0,0,1,7,6,1,0,0,1,1,3,5,641,19,3
java.net.URLConnection,URLConnection,java.net.URLConnection,60,1,51,7,13,1,0,0,2,18,0,10,7,0,2,3,7,17,620,78,2886
sun.security.x509.GeneralName,GeneralName,sun.security.x509.GeneralName,6,3,6,0,0,0,0,0,0,1,0,1,0,0,0,1,1,5,636,7,8
java.util.Calendar,Calendar,java.util.Calendar,79,2,48,13,11,8,0,0,71,85,44,13,5,0,71,5,7,18,620,167,2883
java.awt.font.NumericShaper,NumericShaper,java.awt.font.NumericShaper,26,2,15,11,10,0,0,0,45,55,20,35,0,0,45,2,2,8,622,82,612
java.lang.management.MemoryType,MemoryType,java.lang.management.MemoryType,3,1,3,0,2,0,0,0,5,5,2,3,0,0,5,0,1,3,621,8,2
java.awt.GridBagLayout,GridBagLayout,java.awt.GridBagLayout,33,1,17,7,0,0,0,0,5,14,4,1,6,0,5,2,3,13,1182,49,2
sun.swing.UIAction,UIAction,sun.swing.UIAction,8,1,8,0,0,0,0,0,0,1,0,1,0,0,0,2,2,4,1178,10,55
java.util.prefs.PreferenceChangeEvent,PreferenceChangeEvent,java.util.prefs.PreferenceChangeEvent,5,1,3,2,0,0,0,0,1,3,0,3,0,0,1,0,1,6,630,8,17
java.awt.image.ByteLookupTable,ByteLookupTable,java.awt.image.ByteLookupTable,3,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,621,4,2
java.util.concurrent.DelayQueue$Itr,Itr,java.util.concurrent.DelayQueue$Itr,4,1,4,0,0,0,0,0,2,4,0,0,0,0,2,2,2,4,632,9,614
java.util.IdentityHashMap,IdentityHashMap,java.util.IdentityHashMap,38,3,15,13,14,0,0,0,5,10,0,10,0,0,5,5,7,22,630,51,12
java.util.concurrent.Executors$PrivilegedThreadFactory,PrivilegedThreadFactory,java.util.concurrent.Executors$PrivilegedThreadFactory,3,1,1,0,2,0,0,0,2,2,0,2,0,0,2,1,2,7,636,5,15
sun.java2d.pipe.LoopBasedPipe,LoopBasedPipe,sun.java2d.pipe.LoopBasedPipe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615
sun.util.calendar.JulianCalendar,JulianCalendar,sun.util.calendar.JulianCalendar,19,1,17,0,1,0,0,0,5,5,0,4,0,0,5,0,4,6,622,24,3
sun.misc.URLClassPath$JarLoader,JarLoader,sun.misc.URLClassPath$JarLoader,23,1,1,5,9,0,0,0,0,7,0,7,0,0,0,1,3,15,620,30,2889
java.awt.color.ICC_ColorSpace,ICC_ColorSpace,java.awt.color.ICC_ColorSpace,9,1,7,2,0,0,0,0,1,11,0,10,0,0,1,1,2,3,1177,20,611
javax.print.DocFlavor$CHAR_ARRAY,CHAR_ARRAY,javax.print.DocFlavor$CHAR_ARRAY,0,1,0,0,0,0,0,0,3,3,2,1,0,0,3,0,0,8,635,3,19
java.nio.channels.Pipe$SourceChannel,SourceChannel,java.nio.channels.Pipe$SourceChannel,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,650,3,51
sun.java2d.pipe.Region$ImmutableRegion,ImmutableRegion,sun.java2d.pipe.Region$ImmutableRegion,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,642,5,614
java.util.ResourceBundle,ResourceBundle,java.util.ResourceBundle,31,1,15,12,21,2,1,0,5,11,0,9,1,0,5,5,7,19,620,42,2898
java.util.Collections$CheckedList,CheckedList,java.util.Collections$CheckedList,12,1,12,0,0,0,0,0,2,2,0,1,0,0,2,3,3,6,663,15,47
sun.text.bidi.BidiBase,BidiBase,sun.text.bidi.BidiBase,65,2,23,30,16,0,0,0,100,131,8,76,0,0,100,1,1,14,652,196,21
java.text.FieldPosition$Delegate,Delegate,java.text.FieldPosition$Delegate,2,2,2,0,0,0,0,0,1,2,0,1,0,0,1,1,1,5,620,5,2890
sun.java2d.pipe.SpanShapeRenderer,SpanShapeRenderer,sun.java2d.pipe.SpanShapeRenderer,8,1,8,0,0,3,0,0,2,2,1,0,0,0,2,3,5,12,1177,11,614
java.util.prefs.XmlSupport$EH,EH,java.util.prefs.XmlSupport$EH,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,659,4,4
java.security.Provider$UString,UString,java.security.Provider$UString,3,1,3,0,0,0,0,0,2,2,0,0,0,0,2,0,1,3,620,5,2893
java.awt.dnd.peer.DropTargetContextPeer,DropTargetContextPeer,java.awt.dnd.peer.DropTargetContextPeer,11,0,11,0,0,11,0,0,0,0,0,0,0,0,0,1,1,3,1177,11,614
sun.text.normalizer.Trie$DataManipulate,DataManipulate,sun.text.normalizer.Trie$DataManipulate,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,624,1,33
org.w3c.dom.DocumentFragment,DocumentFragment,org.w3c.dom.DocumentFragment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,640,1,19
java.beans.java_util_Collections$SingletonSet_PersistenceDelegate,SingletonSet_PersistenceDelegate,java.beans.java_util_Collections$SingletonSet_PersistenceDelegate,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,655,1,28
java.net.URL,URL,java.net.URL,29,6,22,4,2,0,0,0,2,17,0,12,0,0,2,2,5,18,620,47,2901
java.security.KeyStore$PrivateKeyEntry,PrivateKeyEntry,java.security.KeyStore$PrivateKeyEntry,4,1,4,0,0,0,0,0,2,2,0,2,0,0,2,2,3,6,643,7,18
sun.reflect.generics.repository.ConstructorRepository,ConstructorRepository,sun.reflect.generics.repository.ConstructorRepository,5,1,3,0,1,0,0,0,0,2,0,2,0,0,0,2,3,6,620,7,2894
java.awt.dnd.DragSourceContext,DragSourceContext,java.awt.dnd.DragSourceContext,20,1,16,3,0,0,0,0,6,13,0,9,4,0,6,5,6,18,1177,36,613
java.util.regex.Pattern$BnM,BnM,java.util.regex.Pattern$BnM,3,1,0,0,1,0,0,0,0,3,0,0,0,0,0,1,1,5,620,6,2891
java.util.zip.ZipFile,ZipFile,java.util.zip.ZipFile,45,6,7,22,32,0,17,0,9,15,2,13,0,0,9,5,6,15,620,62,2894
javax.print.MimeType$LexicalAnalyzer,LexicalAnalyzer,javax.print.MimeType$LexicalAnalyzer,4,1,4,0,0,0,0,0,0,6,0,0,6,0,0,0,0,3,627,10,23
javax.security.auth.login.Configuration$Parameters,Parameters,javax.security.auth.login.Configuration$Parameters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,624,0,4
sun.java2d.pipe.RenderingEngine$Tracer,Tracer,sun.java2d.pipe.RenderingEngine$Tracer,5,1,5,0,0,0,0,0,0,2,0,0,0,0,0,3,4,8,648,7,613
java.sql.RowId,RowId,java.sql.RowId,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,620,4,13
java.net.CookieHandler,CookieHandler,java.net.CookieHandler,4,1,4,0,2,2,0,0,0,1,0,1,0,0,0,1,2,5,621,5,3
