Id,Label,class,methods,constructors,public methods,private methods,static methods,abstract methods,native methods,synchronized methods,final methods,members,public members,private members,protected members,synchronized members,final members,interface classes,abstract classes,directly associated classes,indirectly associated classes,class size,connections
java.beans.java_util_Collections$SynchronizedSortedSet_PersistenceDelegate,SynchronizedSortedSet_PersistenceDelegate,java.beans.java_util_Collections$SynchronizedSortedSet_PersistenceDelegate,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,655,1,28
java.beans.beancontext.BeanContextSupport$BCSIterator,BCSIterator,java.beans.beancontext.BeanContextSupport$BCSIterator,3,1,3,0,0,0,0,0,0,1,0,1,0,0,0,1,1,3,651,5,11
java.net.Proxy,Proxy,java.net.Proxy,5,2,5,0,0,0,0,0,1,3,1,2,0,0,1,0,1,5,620,8,2486
java.awt.image.ComponentSampleModel,ComponentSampleModel,java.awt.image.ComponentSampleModel,31,2,28,2,1,0,1,0,0,6,0,0,6,0,0,0,2,3,627,37,8
java.security.InvalidAlgorithmParameterException,InvalidAlgorithmParameterException,java.security.InvalidAlgorithmParameterException,0,4,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,620,1,28
java.lang.Shutdown$1,,java.lang.Shutdown$1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,623,0,3
java.lang.Class$MethodArray,MethodArray,java.lang.Class$MethodArray,10,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,4,620,12,2483
java.nio.ByteBufferAsLongBufferL,ByteBufferAsLongBufferL,java.nio.ByteBufferAsLongBufferL,12,2,11,0,0,0,0,0,3,3,0,0,2,0,3,0,2,3,620,15,1
java.util.jar.JarInputStream,JarInputStream,java.util.jar.JarInputStream,7,2,4,2,0,0,0,0,1,6,0,6,0,0,1,0,1,9,623,13,3
sun.font.AttributeValues$1,,sun.font.AttributeValues$1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,1177,1,483
java.security.spec.EllipticCurve,EllipticCurve,java.security.spec.EllipticCurve,7,2,6,1,1,0,0,0,4,4,0,4,0,0,4,1,1,4,621,11,6
org.xml.sax.DTDHandler,DTDHandler,org.xml.sax.DTDHandler,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,621,2,2
sun.text.normalizer.NormalizerBase$IsNextTrueStarter,IsNextTrueStarter,sun.text.normalizer.NormalizerBase$IsNextTrueStarter,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,648,2,3
java.awt.TexturePaintContext$Int,Int,java.awt.TexturePaintContext$Int,2,1,2,0,0,0,0,0,0,8,0,0,0,0,0,0,1,3,1192,10,5
java.beans.beancontext.BeanContextMembershipListener,BeanContextMembershipListener,java.beans.beancontext.BeanContextMembershipListener,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,1,2,633,3,28
java.awt.peer.DesktopPeer,DesktopPeer,java.awt.peer.DesktopPeer,6,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,623,6,491
java.security.acl.AclEntry,AclEntry,java.security.acl.AclEntry,10,0,10,0,0,10,0,0,0,0,0,0,0,0,0,4,4,6,621,11,1
java.util.Currency$CurrencyNameGetter,CurrencyNameGetter,java.util.Currency$CurrencyNameGetter,3,1,2,0,1,0,0,0,2,2,0,1,0,0,2,1,2,7,624,6,17
java.nio.HeapDoubleBuffer,HeapDoubleBuffer,java.nio.HeapDoubleBuffer,15,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,620,15,1
sun.security.util.DerEncoder,DerEncoder,sun.security.util.DerEncoder,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,620,1,14
java.util.concurrent.LinkedBlockingQueue$Itr,Itr,java.util.concurrent.LinkedBlockingQueue$Itr,4,1,3,1,0,0,0,0,1,4,0,3,0,0,1,1,1,4,625,9,3
sun.java2d.SurfaceDataProxy$CountdownTracker,CountdownTracker,sun.java2d.SurfaceDataProxy$CountdownTracker,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,2,3,1177,3,486
sun.java2d.loops.DrawGlyphList$General,General,sun.java2d.loops.DrawGlyphList$General,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,1177,2,490
java.awt.event.MouseWheelEvent,MouseWheelEvent,java.awt.event.MouseWheelEvent,6,3,6,0,0,0,0,0,3,7,2,1,0,0,3,0,0,2,1177,13,491
java.util.regex.Matcher,Matcher,java.util.regex.Matcher,37,2,32,0,1,0,0,0,2,18,0,0,0,0,2,2,2,7,620,56,2489
java.util.LinkedHashMap$ValueIterator,ValueIterator,java.util.LinkedHashMap$ValueIterator,1,2,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,3,620,2,2494
sun.rmi.runtime.Log$LoggerLog,LoggerLog,sun.rmi.runtime.Log$LoggerLog,6,2,5,0,1,0,0,0,2,4,0,4,0,0,2,0,3,10,657,10,15
sun.java2d.loops.SurfaceType,SurfaceType,sun.java2d.loops.SurfaceType,13,2,13,0,1,0,0,0,91,97,91,5,1,0,91,0,1,6,1177,110,515
java.util.concurrent.RunnableScheduledFuture,RunnableScheduledFuture,java.util.concurrent.RunnableScheduledFuture,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,623,3,4
java.nio.channels.AsynchronousChannel,AsynchronousChannel,java.nio.channels.AsynchronousChannel,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,620,2,2499
sun.text.bidi.BidiBase$Point,Point,sun.text.bidi.BidiBase$Point,0,1,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,2,652,3,14
java.awt.List$AccessibleAWTList$AccessibleAWTListChild,AccessibleAWTListChild,java.awt.List$AccessibleAWTList$AccessibleAWTListChild,34,1,34,0,0,0,0,0,2,4,0,3,0,0,2,2,5,16,1177,39,491
java.rmi.server.RemoteObject,RemoteObject,java.rmi.server.RemoteObject,7,2,5,2,1,0,0,0,1,2,0,1,1,0,1,3,3,10,626,11,16
java.awt.event.HierarchyEvent,HierarchyEvent,java.awt.event.HierarchyEvent,5,2,5,0,0,0,0,0,9,12,8,1,0,0,9,0,2,4,1177,17,491
java.util.Collections$SingletonList,SingletonList,java.util.Collections$SingletonList,4,1,4,0,0,0,0,0,2,2,0,2,0,0,2,3,4,6,663,8,46
javax.management.MalformedObjectNameException,MalformedObjectNameException,javax.management.MalformedObjectNameException,0,2,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,622,1,13
java.net.SocksConsts,SocksConsts,java.net.SocksConsts,0,0,0,0,0,0,0,0,22,22,22,0,0,0,22,0,0,0,0,22,7
sun.awt.SubRegionShowable,SubRegionShowable,sun.awt.SubRegionShowable,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,491
java.util.concurrent.Executors$PrivilegedCallableUsingCurrentClassLoader,PrivilegedCallableUsingCurrentClassLoader,java.util.concurrent.Executors$PrivilegedCallableUsingCurrentClassLoader,3,1,1,0,2,0,0,0,3,3,0,3,0,0,3,1,2,7,636,7,15
java.rmi.MarshalledObject$MarshalledObjectInputStream,MarshalledObjectInputStream,java.rmi.MarshalledObject$MarshalledObjectInputStream,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,7,625,2,15
java.awt.Component$BltBufferStrategy,BltBufferStrategy,java.awt.Component$BltBufferStrategy,11,1,6,0,0,0,0,0,1,7,0,1,5,0,1,0,4,6,1177,18,491
java.util.Properties,Properties,java.util.Properties,23,2,15,8,2,0,0,0,2,3,0,2,1,0,2,2,6,16,620,26,2528
java.sql.ResultSetMetaData,ResultSetMetaData,java.sql.ResultSetMetaData,21,0,21,0,0,21,0,0,3,3,3,0,0,0,3,1,1,3,624,25,13
javax.swing.AncestorNotifier,AncestorNotifier,javax.swing.AncestorNotifier,14,1,5,0,0,0,0,0,0,3,0,0,0,0,0,4,6,11,1293,20,15
sun.awt.geom.PathConsumer2D,PathConsumer2D,sun.awt.geom.PathConsumer2D,7,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,493
java.util.Collections$UnmodifiableSortedSet,UnmodifiableSortedSet,java.util.Collections$UnmodifiableSortedSet,6,1,6,0,0,0,0,0,2,2,0,2,0,0,2,3,3,6,663,10,46
java.sql.SQLException,SQLException,java.sql.SQLException,5,8,5,0,0,0,0,0,2,5,0,5,0,0,2,2,3,6,623,11,41
java.util.concurrent.locks.ReentrantReadWriteLock$NonfairSync,NonfairSync,java.util.concurrent.locks.ReentrantReadWriteLock$NonfairSync,2,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,3,630,3,8
sun.awt.image.PixelConverter$Xbgr,Xbgr,sun.awt.image.PixelConverter$Xbgr,2,1,2,0,0,0,0,0,1,1,1,0,0,0,1,0,1,17,1177,3,510
sun.font.LayoutPathImpl$SegmentPath$Mapper,Mapper,sun.font.LayoutPathImpl$SegmentPath$Mapper,5,1,1,0,0,0,0,0,5,6,0,0,0,0,5,1,1,6,657,11,14
javax.management.Descriptor,Descriptor,javax.management.Descriptor,11,0,11,0,0,11,0,0,0,0,0,0,0,0,0,2,2,5,622,13,24
sun.text.normalizer.UBiDiProps,UBiDiProps,sun.text.normalizer.UBiDiProps,5,2,3,2,3,0,0,0,8,14,0,14,0,0,8,0,1,8,643,19,18
java.io.Closeable,Closeable,java.io.Closeable,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,620,2,2521
java.awt.dnd.DragSourceListener,DragSourceListener,java.awt.dnd.DragSourceListener,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,1,1,4,1177,6,503
javax.swing.Popup,Popup,javax.swing.Popup,8,2,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,5,1293,9,21
javax.swing.TransferHandler$HasGetTransferHandler,HasGetTransferHandler,javax.swing.TransferHandler$HasGetTransferHandler,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1293,1,21
java.lang.reflect.ParameterizedType,ParameterizedType,java.lang.reflect.ParameterizedType,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,1,1,1,1,4,2511
java.util.Collections$EmptyMap,EmptyMap,java.util.Collections$EmptyMap,11,2,10,1,0,0,0,0,1,1,0,1,0,0,1,3,4,8,663,13,46
java.lang.NegativeArraySizeException,NegativeArraySizeException,java.lang.NegativeArraySizeException,0,2,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,620,1,1
javax.swing.JMenu$MenuChangeListener,MenuChangeListener,javax.swing.JMenu$MenuChangeListener,1,1,1,0,0,0,0,0,1,2,0,0,0,0,1,2,2,5,1293,5,24
java.text.AttributedCharacterIterator,AttributedCharacterIterator,java.text.AttributedCharacterIterator,9,0,9,0,0,9,0,0,0,0,0,0,0,0,0,3,3,5,620,10,2536
java.util.regex.Pattern$SliceS,SliceS,java.util.regex.Pattern$SliceS,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,620,1,2506
sun.java2d.loops.FillParallelogram,FillParallelogram,sun.java2d.loops.FillParallelogram,4,2,4,0,1,0,1,0,2,2,2,0,0,0,2,0,2,9,1177,6,503
java.nio.file.attribute.UserPrincipalLookupService,UserPrincipalLookupService,java.nio.file.attribute.UserPrincipalLookupService,2,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,2,5,620,2,2514
java.sql.Statement,Statement,java.sql.Statement,42,0,42,0,0,42,0,0,7,7,7,0,0,0,7,4,4,7,649,51,13
javax.print.event.PrintEvent,PrintEvent,javax.print.event.PrintEvent,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,2,621,2,11
java.awt.font.TextLine$TextLineMetrics,TextLineMetrics,java.awt.font.TextLine$TextLineMetrics,0,1,0,0,0,0,0,0,4,4,4,0,0,0,4,0,0,2,1233,4,11
java.io.FileOutputStream,FileOutputStream,java.io.FileOutputStream,13,5,6,6,2,0,5,0,4,6,0,6,0,0,4,0,2,8,621,19,5
sun.util.calendar.BaseCalendar,BaseCalendar,sun.util.calendar.BaseCalendar,18,1,12,1,1,0,0,0,25,25,19,2,0,0,25,0,3,3,620,43,2523
java.util.IdentityHashMap$EntrySet,EntrySet,java.util.IdentityHashMap$EntrySet,8,2,8,0,0,0,0,0,1,1,0,0,0,0,1,2,3,5,630,9,11
java.awt.font.TextLine$Function,Function,java.awt.font.TextLine$Function,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1233,1,11
java.util.concurrent.FutureTask,FutureTask,java.util.concurrent.FutureTask,10,2,6,0,0,0,0,0,1,1,0,1,0,0,1,1,2,8,623,12,8
javax.crypto.ShortBufferException,ShortBufferException,javax.crypto.ShortBufferException,0,2,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,620,1,8
sun.reflect.generics.tree.MethodTypeSignature,MethodTypeSignature,sun.reflect.generics.tree.MethodTypeSignature,6,1,6,0,1,0,0,0,0,4,0,4,0,0,0,3,3,5,620,11,2524
java.util.zip.ZipFile$ZipFileInflaterInputStream,ZipFileInflaterInputStream,java.util.zip.ZipFile$ZipFileInflaterInputStream,4,1,2,0,0,0,0,0,2,4,0,3,0,0,2,0,0,5,620,8,2520
java.util.Collections$UnmodifiableMap$UnmodifiableEntrySet$UnmodifiableEntry,UnmodifiableEntry,java.util.Collections$UnmodifiableMap$UnmodifiableEntrySet$UnmodifiableEntry,6,1,6,0,0,0,0,0,0,1,0,1,0,0,0,1,1,4,663,8,46
sun.awt.geom.Crossings$EvenOdd,EvenOdd,sun.awt.geom.Crossings$EvenOdd,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,624,2,506
java.nio.HeapIntBuffer,HeapIntBuffer,java.nio.HeapIntBuffer,15,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,620,15,1
java.security.cert.X509Extension,X509Extension,java.security.cert.X509Extension,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,1,1,2,620,4,10
java.awt.TexturePaintContext$Any,Any,java.awt.TexturePaintContext$Any,2,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,1192,4,5
sun.font.GlyphList,GlyphList,sun.font.GlyphList,21,1,18,2,1,0,0,0,3,23,0,5,0,0,3,0,1,5,1177,44,509
java.awt.image.RasterOp,RasterOp,java.awt.image.RasterOp,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,2,5,649,5,6
java.io.FileFilter,FileFilter,java.io.FileFilter,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,620,1,2522
sun.reflect.generics.repository.GenericDeclRepository,GenericDeclRepository,sun.reflect.generics.repository.GenericDeclRepository,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,620,2,2525
java.awt.image.PackedColorModel,PackedColorModel,java.awt.image.PackedColorModel,10,2,6,4,3,0,0,0,0,3,0,0,0,0,0,0,2,5,1177,13,4
java.beans.beancontext.BeanContextServicesSupport$BCSSChild$BCSSCServiceClassRef,BCSSCServiceClassRef,java.beans.beancontext.BeanContextServicesSupport$BCSSChild$BCSSCServiceClassRef,16,1,0,0,0,0,0,0,1,7,0,0,0,0,1,3,3,8,657,23,6
java.nio.channels.ReadableByteChannel,ReadableByteChannel,java.nio.channels.ReadableByteChannel,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,620,2,2533
javax.swing.border.Border,Border,javax.swing.border.Border,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,2,3,1177,3,23
java.beans.java_util_Collections$UnmodifiableSortedSet_PersistenceDelegate,UnmodifiableSortedSet_PersistenceDelegate,java.beans.java_util_Collections$UnmodifiableSortedSet_PersistenceDelegate,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,655,1,28
java.util.prefs.XmlSupport$Resolver,Resolver,java.util.prefs.XmlSupport$Resolver,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,659,2,4
java.lang.IndexOutOfBoundsException,IndexOutOfBoundsException,java.lang.IndexOutOfBoundsException,0,2,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,620,1,525
java.net.SocketInputStream,SocketInputStream,java.net.SocketInputStream,12,1,7,2,1,0,2,0,0,5,0,5,0,0,0,0,2,6,654,17,12
java.net.CookiePolicy,CookiePolicy,java.net.CookiePolicy,1,0,1,0,0,1,0,0,3,3,3,0,0,0,3,1,1,3,623,4,6
java.lang.Character,Character,java.lang.Character,93,1,86,0,87,0,0,0,69,69,65,2,0,0,69,3,3,11,620,164,2535
java.applet.Applet,Applet,java.applet.Applet,26,1,25,1,1,0,0,0,1,3,0,2,0,0,1,3,5,16,1182,29,10
java.util.zip.ZipOutputStream,ZipOutputStream,java.util.zip.ZipOutputStream,18,2,8,10,1,0,0,0,3,13,2,11,0,0,3,1,1,11,627,32,6
java.util.concurrent.locks.ReentrantReadWriteLock$WriteLock,WriteLock,java.util.concurrent.locks.ReentrantReadWriteLock$WriteLock,9,1,9,0,0,0,0,0,2,2,0,2,0,0,2,3,5,9,630,13,8
java.util.concurrent.Executors$FinalizableDelegatedExecutorService,FinalizableDelegatedExecutorService,java.util.concurrent.Executors$FinalizableDelegatedExecutorService,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,636,1,15
java.lang.LinkageError,LinkageError,java.lang.LinkageError,0,3,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,620,1,2526
sun.util.locale.InternalLocaleBuilder$CaseInsensitiveChar,CaseInsensitiveChar,sun.util.locale.InternalLocaleBuilder$CaseInsensitiveChar,3,3,3,0,0,0,0,0,2,2,0,2,0,0,2,0,0,2,620,5,2526
javax.swing.JComponent$AccessibleJComponent$AccessibleFocusHandler,AccessibleFocusHandler,javax.swing.JComponent$AccessibleJComponent$AccessibleFocusHandler,2,1,2,0,0,0,0,0,1,1,0,0,0,0,1,1,2,4,1293,4,23
java.lang.IllegalStateException,IllegalStateException,java.lang.IllegalStateException,0,4,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,620,1,533
sun.awt.image.IntegerInterleavedRaster,IntegerInterleavedRaster,sun.awt.image.IntegerInterleavedRaster,17,3,15,2,0,0,0,0,0,2,0,2,0,0,0,1,1,6,1183,19,5
java.rmi.registry.Registry,Registry,java.rmi.registry.Registry,5,0,5,0,0,5,0,0,1,1,1,0,0,0,1,1,1,6,625,7,4
java.awt.ScrollPane,ScrollPane,java.awt.ScrollPane,28,2,18,4,1,0,1,0,6,11,3,8,0,0,6,3,6,21,1177,40,507
java.security.interfaces.RSAKey,RSAKey,java.security.interfaces.RSAKey,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,620,1,4
java.util.concurrent.ConcurrentLinkedQueue$Node,Node,java.util.concurrent.ConcurrentLinkedQueue$Node,3,1,0,0,0,0,0,0,3,5,0,3,0,0,3,0,0,4,624,8,3
java.applet.AudioClip,AudioClip,java.applet.AudioClip,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10
java.awt.CheckboxMenuItem,CheckboxMenuItem,java.awt.CheckboxMenuItem,18,3,10,3,1,0,1,0,2,6,0,4,0,0,2,3,5,14,1177,26,507
java.util.AbstractMap$SimpleEntry,SimpleEntry,java.util.AbstractMap$SimpleEntry,6,2,6,0,0,0,0,0,2,3,0,3,0,0,2,2,3,5,620,11,2562
sun.awt.dnd.SunDropTargetContextPeer$EventDispatcher,EventDispatcher,sun.awt.dnd.SunDropTargetContextPeer$EventDispatcher,11,1,1,4,0,0,0,0,7,10,0,9,0,0,7,1,2,5,1177,21,510
java.util.InvalidPropertiesFormatException,InvalidPropertiesFormatException,java.util.InvalidPropertiesFormatException,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,620,2,2533
java.io.BufferedOutputStream,BufferedOutputStream,java.io.BufferedOutputStream,4,2,3,1,0,0,0,0,0,2,0,0,2,0,0,0,0,2,620,6,7
sun.text.bidi.BidiBase$InsertPoints,InsertPoints,sun.text.bidi.BidiBase$InsertPoints,0,1,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,2,652,4,15
java.security.cert.CertificateNotYetValidException,CertificateNotYetValidException,java.security.cert.CertificateNotYetValidException,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,620,1,9
java.net.DatagramPacket,DatagramPacket,java.net.DatagramPacket,13,6,12,1,1,0,1,0,0,6,0,0,0,0,0,0,1,3,620,19,54
java.nio.FloatBuffer,FloatBuffer,java.nio.FloatBuffer,29,2,27,2,5,10,0,0,2,3,0,0,0,0,2,1,3,6,620,33,2537
java.security.Policy$Parameters,Parameters,java.security.Policy$Parameters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,636,0,8
java.awt.PointerInfo,PointerInfo,java.awt.PointerInfo,2,1,2,0,0,0,0,0,0,2,0,2,0,0,0,0,1,3,1177,4,509
java.util.concurrent.SynchronousQueue,SynchronousQueue,java.util.concurrent.SynchronousQueue,24,2,21,2,1,0,0,0,5,9,0,5,0,0,5,4,7,22,631,35,9
java.rmi.server.ServerRef,ServerRef,java.rmi.server.ServerRef,2,0,2,0,0,2,0,0,1,1,1,0,0,0,1,2,3,7,628,4,6
java.util.regex.Pattern$Slice,Slice,java.util.regex.Pattern$Slice,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,620,1,2529
java.util.WeakHashMap$KeyIterator,KeyIterator,java.util.WeakHashMap$KeyIterator,1,2,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,3,630,2,538
java.lang.Byte$ByteCache,ByteCache,java.lang.Byte$ByteCache,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,622,1,2
java.net.ResponseCache,ResponseCache,java.net.ResponseCache,4,1,4,0,2,2,0,0,0,1,0,1,0,0,0,1,5,9,623,5,1
javax.management.QueryExp,QueryExp,javax.management.QueryExp,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,2,7,661,3,15
java.text.BreakIterator$BreakIteratorGetter,BreakIteratorGetter,java.text.BreakIterator$BreakIteratorGetter,3,1,2,0,1,0,0,0,2,2,0,1,0,0,2,1,3,7,624,6,518
java.util.concurrent.SynchronousQueue$LifoWaitQueue,LifoWaitQueue,java.util.concurrent.SynchronousQueue$LifoWaitQueue,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,2,631,1,9
java.util.concurrent.ConcurrentHashMap$EntryIterator,EntryIterator,java.util.concurrent.ConcurrentHashMap$EntryIterator,2,1,2,0,0,0,0,0,1,1,0,0,0,0,1,2,3,5,620,4,2535
java.awt.image.BufferStrategy,BufferStrategy,java.awt.image.BufferStrategy,6,1,6,0,0,5,0,0,0,0,0,0,0,0,0,0,1,3,1177,6,509
java.text.DateFormat$DateFormatGetter,DateFormatGetter,java.text.DateFormat$DateFormatGetter,3,1,2,0,1,0,0,0,2,2,0,1,0,0,2,1,3,7,632,6,5
javax.print.DocFlavor$INPUT_STREAM,INPUT_STREAM,javax.print.DocFlavor$INPUT_STREAM,0,1,0,0,0,0,0,0,20,20,19,1,0,0,20,0,0,8,635,20,14
javax.management.DescriptorRead,DescriptorRead,javax.management.DescriptorRead,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,623,1,18
java.util.concurrent.locks.ReentrantLock$FairSync,FairSync,java.util.concurrent.locks.ReentrantLock$FairSync,2,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,3,620,3,2544
java.util.concurrent.atomic.AtomicMarkableReference,AtomicMarkableReference,java.util.concurrent.atomic.AtomicMarkableReference,9,1,7,1,1,0,0,0,2,3,0,3,0,0,2,0,0,5,622,12,2
java.lang.reflect.Method,Method,java.lang.reflect.Method,30,1,22,5,0,0,0,0,0,15,0,15,0,0,0,7,7,16,620,47,2576
java.net.URLStreamHandler,URLStreamHandler,java.net.URLStreamHandler,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,620,12,2545
sun.java2d.loops.DrawParallelogram,DrawParallelogram,sun.java2d.loops.DrawParallelogram,4,2,4,0,1,0,1,0,2,2,2,0,0,0,2,0,2,9,1177,6,511
java.util.concurrent.ConcurrentHashMap$HashIterator,HashIterator,java.util.concurrent.ConcurrentHashMap$HashIterator,5,1,3,0,0,0,0,0,1,6,0,0,0,0,1,0,0,3,620,11,2545
java.awt.DefaultKeyboardFocusManager,DefaultKeyboardFocusManager,java.awt.DefaultKeyboardFocusManager,30,1,8,14,3,0,0,0,3,9,0,9,0,0,3,0,3,14,1194,39,4
java.util.ServiceLoader,ServiceLoader,java.util.ServiceLoader,16,1,6,5,11,0,0,0,1,5,0,5,0,0,1,3,4,15,624,22,4
java.awt.JobAttributes$DefaultSelectionType,DefaultSelectionType,java.awt.JobAttributes$DefaultSelectionType,2,1,2,0,0,0,0,0,7,7,3,4,0,0,7,0,1,4,630,9,516
javax.management.Notification,Notification,javax.management.Notification,12,4,10,2,0,0,0,0,6,13,0,12,1,0,6,0,0,7,621,25,20
java.util.concurrent.BrokenBarrierException,BrokenBarrierException,java.util.concurrent.BrokenBarrierException,0,2,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,620,1,3
java.net.MalformedURLException,MalformedURLException,java.net.MalformedURLException,0,2,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,620,1,2548
sun.misc.Unsafe,Unsafe,sun.misc.Unsafe,105,1,104,1,1,0,83,0,21,21,20,1,0,0,21,0,1,9,620,126,2586
java.text.NumberFormat,NumberFormat,java.text.NumberFormat,43,1,38,3,14,3,0,0,10,21,2,17,0,0,10,0,3,20,628,64,11
java.awt.geom.Dimension2D,Dimension2D,java.awt.geom.Dimension2D,5,1,5,0,0,3,0,0,0,0,0,0,0,0,0,1,2,3,621,6,575
java.sql.SQLInput,SQLInput,java.sql.SQLInput,27,0,27,0,0,27,0,0,0,0,0,0,0,0,0,7,9,17,649,27,2
java.awt.PageAttributes$ColorType,ColorType,java.awt.PageAttributes$ColorType,2,1,2,0,0,0,0,0,5,5,2,3,0,0,5,0,1,4,630,7,516
java.io.File,File,java.io.File,56,6,51,3,5,0,0,0,6,10,4,5,0,0,6,5,6,17,620,68,2572
java.sql.SQLNonTransientException,SQLNonTransientException,java.sql.SQLNonTransientException,0,8,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,623,1,9
java.util.HashSet,HashSet,java.util.HashSet,10,5,8,2,0,0,0,0,2,3,0,2,0,0,2,4,5,11,620,16,554
java.io.SerializablePermission,SerializablePermission,java.io.SerializablePermission,0,2,0,0,0,0,0,0,1,2,0,2,0,0,1,0,1,2,620,2,2546
sun.reflect.ConstructorAccessor,ConstructorAccessor,sun.reflect.ConstructorAccessor,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,620,1,2546
java.security.cert.CertStoreParameters,CertStoreParameters,java.security.cert.CertStoreParameters,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,620,2,6
java.awt.dnd.DragGestureRecognizer,DragGestureRecognizer,java.awt.dnd.DragGestureRecognizer,15,4,9,2,0,2,0,0,1,6,0,1,5,0,1,2,4,13,1177,22,514
java.awt.Adjustable,Adjustable,java.awt.Adjustable,15,0,15,0,0,15,0,0,3,3,3,0,0,0,3,1,1,1,1177,18,510
java.net.URI$Parser,Parser,java.net.URI$Parser,26,1,0,25,0,0,0,0,1,4,0,3,0,0,1,0,0,4,620,30,2548
java.nio.DirectShortBufferS,DirectShortBufferS,java.nio.DirectShortBufferS,18,1,17,1,0,0,0,0,4,5,0,1,3,0,4,1,2,6,623,24,1
java.util.concurrent.locks.ReentrantLock$NonfairSync,NonfairSync,java.util.concurrent.locks.ReentrantLock$NonfairSync,2,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,3,620,3,2547
